ID,Entry Name,Gene,Pfam
Q13491,GPM6B_HUMAN,GPM6B,PF01275;
Q13492,PICAL_HUMAN,PICALM,PF07651;
Q13495,MAMD1_HUMAN,MAMLD1,null
Q13496,MTM1_HUMAN,MTM1,PF02893;PF06602;
Q13501,SQSTM_HUMAN,SQSTM1,PF00564;PF16577;PF00569;
Q13503,MED21_HUMAN,MED21,PF11221;
Q13505,MTX1_HUMAN,MTX1,PF17171;PF10568;
Q13506,NAB1_HUMAN,NAB1,PF04902;PF04904;PF04905;
Q13507,TRPC3_HUMAN,TRPC3,PF12796;PF00520;PF08344;
Q13508,NAR3_HUMAN,ART3,PF01129;
Q13509,TBB3_HUMAN,TUBB3,PF00091;PF03953;
Q13510,ASAH1_HUMAN,ASAH1,PF02275;PF15508;
Q13515,BFSP2_HUMAN,BFSP2,PF00038;
Q13516,OLIG2_HUMAN,OLIG2,PF00010;
Q13519,PNOC_HUMAN,PNOC,PF01160;
Q13520,AQP6_HUMAN,AQP6,PF00230;
Q13522,PPR1A_HUMAN,PPP1R1A,PF05395;
Q13523,PRP4K_HUMAN,PRP4K,PF00069;
Q13526,PIN1_HUMAN,PIN1,PF00639;PF00397;
Q13530,SERC3_HUMAN,SERINC3,PF03348;
Q13535,ATR_HUMAN,ATR,PF02259;PF02260;PF00454;PF08064;
Q13541,4EBP1_HUMAN,EIF4EBP1,PF05456;
Q13542,4EBP2_HUMAN,EIF4EBP2,PF05456;
Q13546,RIPK1_HUMAN,RIPK1,PF00531;PF07714;
Q13547,HDAC1_HUMAN,HDAC1,PF00850;
Q13554,KCC2B_HUMAN,CAMK2B,PF08332;PF00069;
Q13555,KCC2G_HUMAN,CAMK2G,PF08332;PF00069;
Q13557,KCC2D_HUMAN,CAMK2D,PF08332;PF00069;
Q13561,DCTN2_HUMAN,DCTN2,PF04912;
Q13562,NDF1_HUMAN,NEUROD1,PF00010;PF12533;
Q13563,PKD2_HUMAN,PKD2,PF18109;PF08016;PF20519;
Q13564,ULA1_HUMAN,NAE1,PF00899;
Q13568,IRF5_HUMAN,IRF5,PF00605;PF10401;
Q13569,TDG_HUMAN,TDG,PF03167;
Q13571,LAPM5_HUMAN,LAPTM5,PF03821;
Q13572,ITPK1_HUMAN,ITPK1,PF05770;PF17927;
Q13573,SNW1_HUMAN,SNW1,PF02731;
Q13574,DGKZ_HUMAN,DGKZ,PF12796;PF00130;PF00609;PF00781;
Q13576,IQGA2_HUMAN,IQGAP2,PF00307;PF00612;PF00616;PF03836;
Q13585,MTR1L_HUMAN,GPR50,PF00001;
Q13586,STIM1_HUMAN,STIM1,PF07647;PF16533;
Q13588,GRAP_HUMAN,GRAP,PF00017;PF00018;
Q13591,SEM5A_HUMAN,SEMA5A,PF01437;PF01403;PF00090;
Q13595,TRA2A_HUMAN,TRA2A,PF00076;
Q13596,SNX1_HUMAN,SNX1,PF00787;PF03700;PF09325;
Q13601,KRR1_HUMAN,KRR1,PF17903;PF21800;
Q13608,PEX6_HUMAN,PEX6,PF00004;
Q13609,DNSL3_HUMAN,DNASE1L3,PF03372;
Q13610,PWP1_HUMAN,PWP1,PF00400;
Q13613,MTMR1_HUMAN,MTMR1,PF02893;PF06602;
Q13614,MTMR2_HUMAN,MTMR2,PF02893;PF06602;
Q13615,MTMR3_HUMAN,MTMR3,PF01363;PF06602;
Q13616,CUL1_HUMAN,CUL1,PF00888;PF10557;
Q13617,CUL2_HUMAN,CUL2,PF00888;PF10557;
Q13618,CUL3_HUMAN,CUL3,PF00888;PF10557;
Q13619,CUL4A_HUMAN,CUL4A,PF00888;PF10557;
Q13620,CUL4B_HUMAN,CUL4B,PF00888;PF10557;
Q13621,S12A1_HUMAN,SLC12A1,PF00324;PF08403;PF03522;
Q13625,ASPP2_HUMAN,TP53BP2,PF12796;PF21801;PF00018;
Q13627,DYR1A_HUMAN,DYRK1A,PF00069;
Q13630,FCL_HUMAN,GFUS,PF01370;
Q13634,CAD18_HUMAN,CDH18,PF01049;PF00028;
Q13635,PTC1_HUMAN,PTCH1,PF02460;
Q13636,RAB31_HUMAN,RAB31,PF00071;
Q13637,RAB32_HUMAN,RAB32,PF00071;
Q13639,5HT4R_HUMAN,HTR4,PF00001;
Q13641,TPBG_HUMAN,TPBG,PF13855;PF01463;PF01462;
Q13642,FHL1_HUMAN,FHL1,PF00412;
Q13643,FHL3_HUMAN,FHL3,PF00412;
Q13651,I10R1_HUMAN,IL10RA,PF01108;
Q13671,RIN1_HUMAN,RIN1,PF00788;PF02204;
Q13683,ITA7_HUMAN,ITGA7,PF01839;PF08441;PF20805;PF20806;
Q13685,AAMP_HUMAN,AAMP,PF00400;
Q13686,ALKB1_HUMAN,ALKBH1,PF13532;
Q13698,CAC1S_HUMAN,CACNA1S,PF08763;PF16905;PF00520;
Q13702,RAPSN_HUMAN,RAPSN,PF10579;PF17874;PF13639;
Q13705,AVR2B_HUMAN,ACVR2B,PF01064;PF00069;
Q13724,MOGS_HUMAN,MOGS,PF03200;PF16923;
Q13733,AT1A4_HUMAN,ATP1A4,PF13246;PF00689;PF00690;PF00122;PF00702;
Q13740,CD166_HUMAN,ALCAM,PF08205;PF13927;
Q13751,LAMB3_HUMAN,LAMB3,PF00053;PF00055;
Q13753,LAMC2_HUMAN,LAMC2,PF00052;PF00053;
Q13761,RUNX3_HUMAN,RUNX3,PF00853;PF08504;
Q13765,NACA_HUMAN,NACA,PF19026;PF01849;
Q13769,THOC5_HUMAN,THOC5,PF09766;
Q13772,NCOA4_HUMAN,NCOA4,PF12489;
Q13790,APOF_HUMAN,APOF,PF15148;
Q13794,APR_HUMAN,PMAIP1,PF15150;
Q13795,ARFRP_HUMAN,ARFRP1,PF00025;
Q13796,SHRM2_HUMAN,SHROOM2,PF08688;PF08687;PF00595;
Q13797,ITA9_HUMAN,ITGA9,PF01839;PF08441;PF20805;PF20806;
Q13813,SPTN1_HUMAN,SPTAN1,PF13499;PF08726;PF00018;PF00435;
Q13822,ENPP2_HUMAN,ENPP2,PF01223;PF01663;PF01033;
Q13823,NOG2_HUMAN,GNL2,PF01926;PF08153;
Q13825,AUHM_HUMAN,AUH,PF00378;
Q13829,BACD2_HUMAN,TNFAIP1,PF02214;
Q13835,PKP1_HUMAN,PKP1,PF00514;
Q13838,DX39B_HUMAN,DDX39B,PF00270;PF00271;
Q13867,BLMH_HUMAN,BLMH,PF03051;
Q13868,EXOS2_HUMAN,EXOSC2,PF14382;PF15985;PF21266;
Q13873,BMPR2_HUMAN,BMPR2,PF01064;PF00069;
Q13875,MOBP_HUMAN,MOBP,PF02318;
Q13882,PTK6_HUMAN,PTK6,PF07714;PF00017;PF00018;
Q13884,SNTB1_HUMAN,SNTB1,PF00595;PF00169;PF18012;PF23012;
Q13885,TBB2A_HUMAN,TUBB2A,PF00091;PF03953;
Q13886,KLF9_HUMAN,KLF9,PF00096;
Q13887,KLF5_HUMAN,KLF5,PF00096;
Q13888,TF2H2_HUMAN,GTF2H2,PF07975;PF04056;
Q13889,TF2H3_HUMAN,GTF2H3,PF03850;
Q13895,BYST_HUMAN,BYSL,PF05291;
Q13901,C1D_HUMAN,C1D,PF04000;
Q13905,RPGF1_HUMAN,RAPGEF1,PF00617;PF00618;
Q13907,IDI1_HUMAN,IDI1,PF00293;
Q13936,CAC1C_HUMAN,CACNA1C,PF08763;PF16885;PF16905;PF00520;
Q13938,CAYP1_HUMAN,CAPS,PF13499;
Q13939,CALI_HUMAN,CCIN,PF07707;PF00651;PF01344;PF13964;
Q13946,PDE7A_HUMAN,PDE7A,PF00233;
Q13948,CASP_HUMAN,CUX1,PF08172;
Q13950,RUNX2_HUMAN,RUNX2,PF00853;PF08504;
Q13951,PEBB_HUMAN,CBFB,PF02312;
Q13952,NFYC_HUMAN,NFYC,PF00125;
Q13956,CNCG_HUMAN,PDE6H,PF04868;
Q13972,RGRF1_HUMAN,RASGRF1,PF00169;PF00617;PF00618;PF00621;
Q13976,KGP1_HUMAN,PRKG1,PF00027;PF16808;PF00069;
Q14002,CEAM7_HUMAN,CEACAM7,PF13927;PF07686;
Q14003,KCNC3_HUMAN,KCNC3,PF02214;PF00520;
Q14004,CDK13_HUMAN,CDK13,PF00069;
Q14005,IL16_HUMAN,IL16,PF00595;
Q14008,CKAP5_HUMAN,CKAP5,PF12348;PF21041;
Q14011,CIRBP_HUMAN,CIRBP,PF00076;
Q14012,KCC1A_HUMAN,CAMK1,PF00069;
Q14019,COTL1_HUMAN,COTL1,PF00241;
Q14028,CNGB1_HUMAN,CNGB1,PF00027;
Q14031,CO4A6_HUMAN,COL4A6,PF01413;PF01391;
Q14032,BAAT_HUMAN,BAAT,PF08840;PF04775;
Q14050,CO9A3_HUMAN,COL9A3,PF01391;
Q14055,CO9A2_HUMAN,COL9A2,PF01391;
Q14061,COX17_HUMAN,COX17,PF05051;
Q14088,RB33A_HUMAN,RAB33A,PF00071;
Q14103,HNRPD_HUMAN,HNRNPD,PF08143;PF00076;
Q14106,TOB2_HUMAN,TOB2,PF07742;PF07145;
Q14108,SCRB2_HUMAN,SCARB2,PF01130;
Q14112,NID2_HUMAN,NID2,PF12662;PF12947;PF07645;PF07474;PF00058;PF06119;PF00086;
Q14114,LRP8_HUMAN,LRP8,PF07645;PF14670;PF00057;PF00058;
Q14116,IL18_HUMAN,IL18,PF00340;
Q14117,DPYS_HUMAN,DPYS,PF01979;
Q14118,DAG1_HUMAN,DAG1,PF18424;PF05454;PF05345;
Q14119,VEZF1_HUMAN,VEZF1,PF00096;PF13894;
Q14123,PDE1C_HUMAN,PDE1C,PF00233;PF08499;
Q14126,DSG2_HUMAN,DSG2,PF00028;
Q14129,DGCR6_HUMAN,DGCR6,PF07324;
Q14134,TRI29_HUMAN,TRIM29,PF00643;
Q14135,VGLL4_HUMAN,VGLL4,PF15245;
Q14137,BOP1_HUMAN,BOP1,PF08145;PF00400;
Q14139,UBE4A_HUMAN,UBE4A,PF04564;PF10408;
Q14140,SRTD2_HUMAN,SERTAD2,PF06031;
Q14141,SEPT6_HUMAN,SEPTIN6,PF00735;
Q14142,TRI14_HUMAN,TRIM14,PF13765;PF00622;PF00643;
Q14145,KEAP1_HUMAN,KEAP1,PF07707;PF00651;PF01344;
Q14147,DHX34_HUMAN,DHX34,PF00270;PF21010;PF04408;PF00271;PF07717;
Q14149,MORC3_HUMAN,MORC3,PF13589;PF17942;PF07496;
Q14151,SAFB2_HUMAN,SAFB2,PF00076;PF02037;
Q14152,EIF3A_HUMAN,EIF3A,PF22591;PF01399;
Q14153,FA53B_HUMAN,FAM53B,PF15242;
Q14154,DELE1_HUMAN,DELE1,PF08238;
Q14155,ARHG7_HUMAN,ARHGEF7,PF00307;PF00169;PF00621;PF16615;PF16614;PF07653;
Q14156,EFR3A_HUMAN,EFR3A,PF21052;
Q14157,UBP2L_HUMAN,UBAP2L,PF12478;
Q14159,SPIDR_HUMAN,SPIDR,PF14950;PF14951;
Q14160,SCRIB_HUMAN,SCRIB,PF00560;PF13855;PF00595;
Q14161,GIT2_HUMAN,GIT2,PF12796;PF01412;PF12205;PF16559;PF08518;
Q14162,SREC_HUMAN,SCARF1,PF00053;
Q14164,IKKE_HUMAN,IKBKE,PF00069;PF18394;PF18396;
Q14165,MLEC_HUMAN,MLEC,PF11721;
Q14166,TTL12_HUMAN,TTLL12,PF03133;
Q14168,MPP2_HUMAN,MPP2,PF00625;PF02828;PF00595;PF07653;
Q14181,DPOA2_HUMAN,POLA2,PF04042;PF22062;PF08418;
Q14183,DOC2A_HUMAN,DOC2A,PF00168;
Q14184,DOC2B_HUMAN,DOC2B,PF00168;
Q14185,DOCK1_HUMAN,DOCK1,PF06920;PF20422;PF20421;PF14429;PF16172;PF00018;
Q14186,TFDP1_HUMAN,TFDP1,PF08781;PF02319;
Q14188,TFDP2_HUMAN,TFDP2,PF08781;PF02319;
Q14190,SIM2_HUMAN,SIM2,PF00010;PF00989;PF08447;PF06621;
Q14191,WRN_HUMAN,WRN,PF00270;PF01612;PF00271;PF00570;PF14493;PF16124;PF09382;
Q14192,FHL2_HUMAN,FHL2,PF00412;
Q14194,DPYL1_HUMAN,CRMP1,PF01979;
Q14195,DPYL3_HUMAN,DPYSL3,PF01979;
Q14197,ICT1_HUMAN,MRPL58,PF00472;
Q14202,ZMYM3_HUMAN,ZMYM3,PF12012;PF06467;
Q14203,DCTN1_HUMAN,DCTN1,PF01302;PF12455;
Q14204,DYHC1_HUMAN,DYNC1H1,PF12774;PF12775;PF12780;PF12781;PF18198;PF08385;PF08393;PF22597;PF17852;PF18199;PF03028;PF12777;
Q14207,NPAT_HUMAN,NPAT,PF15712;
Q14209,E2F2_HUMAN,E2F2,PF16421;PF02319;
Q14210,LY6D_HUMAN,LY6D,PF00021;
Q14213,IL27B_HUMAN,EBI3,PF00041;
Q14232,EI2BA_HUMAN,EIF2B1,PF01008;
Q14240,IF4A2_HUMAN,EIF4A2,PF00270;PF00271;
Q14241,ELOA1_HUMAN,ELOA,PF06881;PF08711;
Q14242,SELPL_HUMAN,SELPLG,null
Q14244,MAP7_HUMAN,MAP7,PF05672;
Q14246,AGRE1_HUMAN,ADGRE1,PF00002;PF07645;PF01825;
Q14247,SRC8_HUMAN,CTTN,PF02218;PF14604;
Q14249,NUCG_HUMAN,ENDOG,PF01223;
Q14254,FLOT2_HUMAN,FLOT2,PF01145;
Q14257,RCN2_HUMAN,RCN2,PF13202;PF13499;
Q14258,TRI25_HUMAN,TRIM25,PF13765;PF00622;PF13445;
Q14264,ENR1_HUMAN,ERV3-1,null
Q14289,FAK2_HUMAN,PTK2B,PF21477;PF00373;PF18038;PF03623;PF07714;
Q14296,FASTK_HUMAN,FASTK,PF06743;PF08368;PF08373;
Q14314,FGL2_HUMAN,FGL2,PF00147;
Q14315,FLNC_HUMAN,FLNC,PF00307;PF00630;
Q14318,FKBP8_HUMAN,FKBP8,PF00254;PF13432;
Q14320,FA50A_HUMAN,FAM50A,PF04921;
Q14324,MYPC2_HUMAN,MYBPC2,PF00041;PF07679;PF18362;
Q14330,GPR18_HUMAN,GPR18,PF00001;
Q14331,FRG1_HUMAN,FRG1,PF06229;
Q14332,FZD2_HUMAN,FZD2,PF01534;PF01392;
Q14344,GNA13_HUMAN,GNA13,PF00503;
Q14353,GAMT_HUMAN,GAMT,null
Q14376,GALE_HUMAN,GALE,PF16363;
Q14392,LRC32_HUMAN,LRRC32,PF13855;PF01462;
Q14393,GAS6_HUMAN,GAS6,PF12662;PF07645;PF00594;PF12661;PF00054;PF02210;
Q14397,GCKR_HUMAN,GCKR,PF20741;PF22198;PF22645;
Q14406,CSHL_HUMAN,CSHL1,PF00103;
Q14410,GLPK2_HUMAN,GK2,PF02782;PF00370;
Q14416,GRM2_HUMAN,GRM2,PF00003;PF01094;PF07562;
Q14432,PDE3A_HUMAN,PDE3A,PF00233;
Q14435,GALT3_HUMAN,GALNT3,PF00535;PF00652;
Q14442,PIGH_HUMAN,PIGH,PF10181;
Q14444,CAPR1_HUMAN,CAPRIN1,PF12287;PF18293;
Q14449,GRB14_HUMAN,GRB14,PF08947;PF00169;PF21989;PF00017;
Q14451,GRB7_HUMAN,GRB7,PF08947;PF00169;PF21989;PF00017;
Q14457,BECN1_HUMAN,BECN1,PF04111;PF17675;PF15285;
Q14469,HES1_HUMAN,HES1,PF07527;PF00010;
Q14493,SLBP_HUMAN,SLBP,PF15247;
Q14494,NF2L1_HUMAN,NFE2L1,PF03131;
Q14498,RBM39_HUMAN,RBM39,PF15519;PF00076;
Q14500,KCJ12_HUMAN,KCNJ12,PF01007;PF17655;PF08466;
Q14508,WFDC2_HUMAN,WFDC2,PF00095;
Q14511,CASL_HUMAN,NEDD9,PF12026;PF08824;PF14604;
Q14512,FGFP1_HUMAN,FGFBP1,PF06473;
Q14515,SPRL1_HUMAN,SPARCL1,PF09289;PF07648;PF10591;
Q14517,FAT1_HUMAN,FAT1,PF00028;PF00008;PF02210;
Q14520,HABP2_HUMAN,HABP2,PF00008;PF00051;PF00089;
Q14524,SCN5A_HUMAN,SCN5A,PF00520;PF06512;PF11933;
Q14525,KT33B_HUMAN,KRT33B,PF00038;
Q14526,HIC1_HUMAN,HIC1,PF00651;PF00096;
Q14527,HLTF_HUMAN,HLTF,PF00271;PF08797;PF00176;PF13923;
Q14532,K1H2_HUMAN,KRT32,PF00038;
Q14533,KRT81_HUMAN,KRT81,PF00038;PF16208;
Q14534,ERG1_HUMAN,SQLE,PF13450;PF08491;
Q14541,HNF4G_HUMAN,HNF4G,PF00104;PF00105;
Q14542,S29A2_HUMAN,SLC29A2,PF01733;
Q14554,PDIA5_HUMAN,PDIA5,PF00085;
Q14558,KPRA_HUMAN,PRPSAP1,PF14572;PF13793;
Q14562,DHX8_HUMAN,DHX8,PF00270;PF21010;PF04408;PF00271;PF07717;PF00575;
Q14563,SEM3A_HUMAN,SEMA3A,PF18452;PF01403;
Q14565,DMC1_HUMAN,DMC1,PF14520;PF08423;
Q14566,MCM6_HUMAN,MCM6,PF00493;PF18263;PF17855;PF14551;PF17207;
Q14568,HS902_HUMAN,HSP90AA2P,PF13589;PF00183;
Q14571,ITPR2_HUMAN,ITPR2,PF08709;PF00520;PF02815;PF08454;PF01365;
Q14573,ITPR3_HUMAN,ITPR3,PF08709;PF00520;PF02815;PF08454;PF01365;
Q14574,DSC3_HUMAN,DSC3,PF01049;PF00028;PF08758;
Q14584,ZN266_HUMAN,ZNF266,PF00096;
Q14585,ZN345_HUMAN,ZNF345,PF00096;PF13465;
Q14587,ZN268_HUMAN,ZNF268,PF01352;PF00096;
Q14592,ZN460_HUMAN,ZNF460,PF01352;PF00096;
Q14596,NBR1_HUMAN,NBR1,PF16158;PF00564;PF00569;
Q14623,IHH_HUMAN,IHH,PF01085;PF01079;
Q14624,ITIH4_HUMAN,ITIH4,PF06668;PF08487;PF00092;
Q14626,I11RA_HUMAN,IL11RA,null
Q14627,I13R2_HUMAN,IL13RA2,PF09240;
Q14642,I5P1_HUMAN,INPP5A,PF22669;
Q14643,ITPR1_HUMAN,ITPR1,PF08709;PF00520;PF02815;PF08454;PF01365;
Q14644,RASA3_HUMAN,RASA3,PF00779;PF00168;PF00169;PF00616;
Q14651,PLSI_HUMAN,PLS1,PF00307;PF13499;
Q14653,IRF3_HUMAN,IRF3,PF00605;PF10401;
Q14654,KCJ11_HUMAN,KCNJ11,PF01007;PF17655;
Q14656,TM187_HUMAN,TMEM187,PF15100;
Q14657,LAGE3_HUMAN,LAGE3,PF09341;
Q14667,BLTP2_HUMAN,BLTP2,PF21675;PF10351;PF10344;PF10347;
Q14669,TRIPC_HUMAN,TRIP12,PF00632;
Q14671,PUM1_HUMAN,PUM1,PF00806;
Q14674,ESPL1_HUMAN,ESPL1,PF03568;
Q14676,MDC1_HUMAN,MDC1,PF16589;PF00498;PF16770;
Q14677,EPN4_HUMAN,CLINT1,PF01417;
Q14678,KANK1_HUMAN,KANK1,PF12796;PF12075;
Q14679,TTLL4_HUMAN,TTLL4,PF03133;
Q14680,MELK_HUMAN,MELK,PF02149;PF21594;PF00069;
Q14683,SMC1A_HUMAN,SMC1A,PF06470;PF02463;
Q14684,RRP1B_HUMAN,RRP1B,PF05997;
Q14686,NCOA6_HUMAN,NCOA6,PF13820;
Q14687,GSE1_HUMAN,GSE1,PF12540;
Q14689,DIP2A_HUMAN,DIP2A,PF00501;PF06464;
Q14690,RRP5_HUMAN,PDCD11,PF00575;PF05843;
Q14691,PSF1_HUMAN,GINS1,PF05916;
Q14692,BMS1_HUMAN,BMS1,PF08142;PF04950;
Q14693,LPIN1_HUMAN,LPIN1,PF16876;PF04571;PF08235;
Q14694,UBP10_HUMAN,USP10,PF07145;PF00443;
Q14696,MESD_HUMAN,MESD,PF10185;
Q14697,GANAB_HUMAN,GANAB,PF13802;PF01055;PF21365;
Q14699,RFTN1_HUMAN,RFTN1,PF15250;
Q14703,MBTP1_HUMAN,MBTPS1,PF23001;PF00082;
Q14714,SSPN_HUMAN,SSPN,PF04103;
Q14721,KCNB1_HUMAN,KCNB1,PF02214;PF00520;PF03521;
Q14722,KCAB1_HUMAN,KCNAB1,PF00248;
Q14728,MFS10_HUMAN,MFSD10,PF07690;
Q14738,2A5D_HUMAN,PPP2R5D,PF01603;
Q14739,LBR_HUMAN,LBR,PF01222;PF09465;
Q14746,COG2_HUMAN,COG2,PF12022;PF06148;
Q14749,GNMT_HUMAN,GNMT,PF13649;
Q14764,MVP_HUMAN,MVP,PF11978;PF01505;PF17794;PF17795;PF17796;
Q14765,STAT4_HUMAN,STAT4,PF00017;PF01017;PF02864;PF02865;PF21354;
Q14766,LTBP1_HUMAN,LTBP1,PF12662;PF07645;PF00683;
Q14767,LTBP2_HUMAN,LTBP2,PF00008;PF07645;PF00683;
Q14773,ICAM4_HUMAN,ICAM4,PF03921;
Q14774,HLX_HUMAN,HLX,PF00046;
Q14781,CBX2_HUMAN,CBX2,PF17218;PF00385;
Q14789,GOGB1_HUMAN,GOLGB1,null
Q14790,CASP8_HUMAN,CASP8,PF01335;PF00656;
Q147X3,NAA30_HUMAN,NAA30,PF00583;
Q14802,FXYD3_HUMAN,FXYD3,PF02038;
Q14807,KIF22_HUMAN,KIF22,PF12836;PF00225;
Q14814,MEF2D_HUMAN,MEF2D,PF12347;PF00319;
Q14831,GRM7_HUMAN,GRM7,PF00003;PF01094;PF07562;
Q14832,GRM3_HUMAN,GRM3,PF00003;PF01094;PF07562;
Q14833,GRM4_HUMAN,GRM4,PF00003;PF01094;PF07562;
Q14839,CHD4_HUMAN,CHD4,PF08074;PF06461;PF08073;PF00385;PF06465;PF00271;PF00628;PF00176;
Q14847,LASP1_HUMAN,LASP1,PF00412;PF00880;PF14604;
Q14849,STAR3_HUMAN,STARD3,PF10457;PF01852;
Q14863,PO6F1_HUMAN,POU6F1,PF00046;PF00157;
Q14865,ARI5B_HUMAN,ARID5B,PF01388;
Q14872,MTF1_HUMAN,MTF1,PF00096;
Q14894,CRYM_HUMAN,CRYM,PF02423;
Q14896,MYPC3_HUMAN,MYBPC3,PF00041;PF07679;PF18362;
Q14914,PTGR1_HUMAN,PTGR1,PF16884;PF00107;
Q14916,NPT1_HUMAN,SLC17A1,PF07690;
Q14919,NC2A_HUMAN,DRAP1,PF00808;
Q14929,ZN169_HUMAN,ZNF169,PF01352;PF00096;
Q14934,NFAC4_HUMAN,NFATC4,PF16179;PF00554;
Q14938,NFIX_HUMAN,NFIX,PF00859;PF03165;PF10524;
Q14940,SL9A5_HUMAN,SLC9A5,PF00999;
Q14943,KI3S1_HUMAN,KIR3DS1,PF00047;
Q14953,KI2S5_HUMAN,KIR2DS5,PF00047;
Q14954,KI2S1_HUMAN,KIR2DS1,PF00047;
Q14956,GPNMB_HUMAN,GPNMB,PF20433;PF18911;
Q14957,NMDE3_HUMAN,GRIN2C,PF01094;PF00060;PF10613;PF10565;
Q14964,RB39A_HUMAN,RAB39A,PF00071;
Q14966,ZN638_HUMAN,ZNF638,PF00076;PF12171;
Q14973,NTCP_HUMAN,SLC10A1,PF01758;
Q14974,IMB1_HUMAN,KPNB1,PF13513;PF03810;
Q14978,NOLC1_HUMAN,NOLC1,PF05022;
Q14980,NUMA1_HUMAN,NUMA1,PF21670;
Q14982,OPCM_HUMAN,OPCML,PF07679;PF13927;
Q14990,ODFP1_HUMAN,ODF1,PF00011;
Q14993,COJA1_HUMAN,COL19A1,PF01391;
Q14994,NR1I3_HUMAN,NR1I3,PF00104;PF00105;
Q14995,NR1D2_HUMAN,NR1D2,PF00104;PF00105;
Q14997,PSME4_HUMAN,PSME4,PF16507;PF11919;
Q14999,CUL7_HUMAN,CUL7,PF03256;PF11515;PF00888;
Q149M9,NWD1_HUMAN,NWD1,PF12894;PF05729;PF00400;
Q149N8,SHPRH_HUMAN,SHPRH,PF00271;PF00538;PF21325;PF21324;PF00176;PF13445;
Q14BN4,SLMAP_HUMAN,SLMAP,PF00498;
Q14C86,GAPD1_HUMAN,GAPVD1,PF18151;PF00616;PF02204;
Q14CB8,RHG19_HUMAN,ARHGAP19,PF00620;
Q14CM0,FRPD4_HUMAN,FRMPD4,PF21477;PF00373;PF00595;
Q14CN2,CLCA4_HUMAN,CLCA4,PF08434;PF00092;
Q14CN4,K2C72_HUMAN,KRT72,PF00038;PF16208;
Q14CS0,UBX2B_HUMAN,UBXN2B,PF08059;PF00789;
Q14CW9,AT7L3_HUMAN,ATXN7L3,PF08313;PF08209;
Q14CX7,NAA25_HUMAN,NAA25,PF09797;
Q14CZ0,HAPR1_HUMAN,HAPSTR1,PF15251;
Q14CZ7,FAKD3_HUMAN,FASTKD3,PF06743;PF08368;PF08373;
Q14CZ8,HECAM_HUMAN,HEPACAM,PF13927;PF07686;
Q14D04,MELT_HUMAN,VEPH1,PF00169;
Q14D33,RTP5_HUMAN,RTP5,PF13695;
Q15003,CND2_HUMAN,NCAPH,PF05786;
Q15004,PAF15_HUMAN,PCLAF,PF15715;
Q15005,SPCS2_HUMAN,SPCS2,PF06703;
Q15006,EMC2_HUMAN,EMC2,PF22890;
Q15007,FL2D_HUMAN,WTAP,PF17098;
Q15008,PSMD6_HUMAN,PSMD6,PF01399;PF10602;PF21154;
Q15011,HERP1_HUMAN,HERPUD1,PF00240;
Q15012,LAP4A_HUMAN,LAPTM4A,PF03821;
Q15013,MD2BP_HUMAN,MAD2L1BP,PF06581;
Q15014,MO4L2_HUMAN,MORF4L2,PF05712;
Q15018,ABRX2_HUMAN,ABRAXAS2,PF21125;
Q15019,SEPT2_HUMAN,SEPTIN2,PF00735;
Q15020,SART3_HUMAN,SART3,PF16605;PF05391;PF00076;PF05843;
Q15021,CND1_HUMAN,NCAPD2,PF12717;PF12922;
Q15022,SUZ12_HUMAN,SUZ12,PF09733;
Q15024,EXOS7_HUMAN,EXOSC7,PF01138;PF03725;
Q15025,TNIP1_HUMAN,TNIP1,null
Q15027,ACAP1_HUMAN,ACAP1,PF12796;PF01412;PF16746;PF00169;
Q15029,U5S1_HUMAN,EFTUD2,PF00679;PF14492;PF03764;PF16004;PF00009;PF03144;
Q15031,SYLM_HUMAN,LARS2,PF08264;PF00133;PF13603;
Q15034,HERC3_HUMAN,HERC3,PF00632;PF00415;
Q15036,SNX17_HUMAN,SNX17,PF00787;PF21273;PF21271;PF18116;
Q15038,DAZP2_HUMAN,DAZAP2,PF11029;
Q15040,JOS1_HUMAN,JOSD1,PF02099;
Q15041,AR6P1_HUMAN,ARL6IP1,null
Q15042,RB3GP_HUMAN,RAB3GAP1,PF19533;PF13890;
Q15043,S39AE_HUMAN,SLC39A14,PF02535;
Q15046,SYK_HUMAN,KARS1,PF00152;PF01336;
Q15047,SETB1_HUMAN,SETDB1,PF18300;PF01429;PF05033;PF00856;PF18358;PF18359;
Q15049,MLC1_HUMAN,MLC1,null
Q15050,RRS1_HUMAN,RRS1,PF04939;
Q15051,IQCB1_HUMAN,IQCB1,PF00612;
Q15052,ARHG6_HUMAN,ARHGEF6,PF16523;PF00307;PF00169;PF00621;PF16615;PF16614;PF07653;
Q15054,DPOD3_HUMAN,POLD3,PF09507;
Q15056,IF4H_HUMAN,EIF4H,PF00076;
Q15057,ACAP2_HUMAN,ACAP2,PF12796;PF01412;PF16746;PF00169;
Q15058,KIF14_HUMAN,KIF14,PF00498;PF00225;PF16183;
Q15059,BRD3_HUMAN,BRD3,PF17035;PF00439;
Q15061,WDR43_HUMAN,WDR43,PF04003;PF00400;
Q15063,POSTN_HUMAN,POSTN,PF02469;
Q15067,ACOX1_HUMAN,ACOX1,PF01756;PF22924;PF02770;PF14749;
Q15070,OXA1L_HUMAN,OXA1L,PF02096;
Q15072,OZF_HUMAN,ZNF146,PF00096;
Q15075,EEA1_HUMAN,EEA1,PF01363;
